label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
Fist,0.000000,0.000000,0.000000,-0.241488,0.008588,-0.067610,-0.550162,-0.348465,-0.077890,-0.672926,-0.820012,-0.099702,-0.599530,-1.150716,-0.098329,-0.461305,-0.846801,0.065455,-0.597428,-0.988886,-0.058557,-0.506371,-0.697344,-0.096809,-0.444040,-0.718339,-0.101088,-0.318160,-0.946534,0.053352,-0.476836,-1.131767,-0.083823,-0.358779,-0.678907,-0.059033,-0.292824,-0.719326,0.011737,-0.168425,-1.025571,0.007114,-0.314967,-1.207348,-0.142331,-0.223740,-0.750371,-0.064389,-0.154407,-0.742191,0.042695,-0.003846,-1.099516,-0.047776,-0.146223,-1.283293,-0.116546,-0.111875,-0.966121,-0.057091,-0.048574,-0.911290,0.015888
Fist,0.000000,0.000000,0.000000,-0.247953,0.019499,-0.067264,-0.555229,-0.349857,-0.074565,-0.675748,-0.828226,-0.091315,-0.602430,-1.157471,-0.084166,-0.465938,-0.840936,0.059899,-0.606298,-0.973796,-0.061336,-0.515270,-0.681604,-0.099008,-0.453733,-0.711993,-0.104716,-0.322598,-0.945311,0.048142,-0.485387,-1.117985,-0.089308,-0.364651,-0.677080,-0.066426,-0.292639,-0.727238,0.001621,-0.172389,-1.031240,0.003394,-0.322396,-1.201318,-0.144436,-0.229701,-0.753261,-0.067250,-0.159141,-0.760276,0.037484,-0.006742,-1.111672,-0.050018,-0.152295,-1.283802,-0.118978,-0.115365,-0.964243,-0.060671,-0.050591,-0.915284,0.010774
Fist,0.000000,0.000000,0.000000,-0.249675,0.010475,-0.067122,-0.558417,-0.344531,-0.079870,-0.679132,-0.821920,-0.106421,-0.605333,-1.158717,-0.110134,-0.477417,-0.830709,0.075883,-0.610375,-0.982548,-0.055010,-0.527154,-0.711129,-0.094258,-0.464562,-0.727074,-0.095706,-0.333126,-0.940931,0.060633,-0.491227,-1.146185,-0.082013,-0.371529,-0.684654,-0.054602,-0.301972,-0.725703,0.022461,-0.179761,-1.031546,0.009278,-0.325322,-1.223886,-0.147523,-0.231419,-0.760403,-0.065948,-0.158550,-0.750342,0.047855,-0.008272,-1.113700,-0.050958,-0.152834,-1.301546,-0.124348,-0.116733,-0.981331,-0.062707,-0.050825,-0.926536,0.014497
Fist,0.000000,0.000000,0.000000,-0.247214,0.004665,-0.065284,-0.555146,-0.346411,-0.077362,-0.678161,-0.815484,-0.102289,-0.601056,-1.150951,-0.104808,-0.475923,-0.833524,0.072076,-0.610100,-0.979252,-0.051148,-0.521704,-0.703924,-0.087894,-0.459340,-0.721987,-0.089778,-0.334351,-0.940664,0.057972,-0.489525,-1.132982,-0.076658,-0.369801,-0.684855,-0.050440,-0.303387,-0.720664,0.022421,-0.182912,-1.024611,0.009603,-0.326290,-1.206028,-0.139477,-0.230628,-0.752626,-0.061456,-0.160555,-0.738575,0.046963,-0.014545,-1.097432,-0.047071,-0.159418,-1.281486,-0.114910,-0.120763,-0.967424,-0.053443,-0.055929,-0.910596,0.021771
Fist,0.000000,0.000000,0.000000,-0.239728,0.003536,-0.065963,-0.545286,-0.356657,-0.075786,-0.669846,-0.812594,-0.096479,-0.596993,-1.138759,-0.094237,-0.461100,-0.846822,0.062932,-0.599056,-0.980599,-0.057425,-0.512905,-0.700585,-0.092107,-0.451831,-0.722689,-0.094063,-0.319643,-0.946202,0.050302,-0.481323,-1.121969,-0.083329,-0.362647,-0.681008,-0.056440,-0.293647,-0.724129,0.014893,-0.169445,-1.029274,0.004336,-0.320009,-1.190537,-0.142582,-0.225493,-0.746575,-0.064522,-0.156127,-0.746268,0.041543,-0.003398,-1.104028,-0.049911,-0.152074,-1.281132,-0.119031,-0.113481,-0.965998,-0.059067,-0.047999,-0.910564,0.014229
Fist,0.000000,0.000000,0.000000,-0.244551,0.019746,-0.074913,-0.550050,-0.332546,-0.088322,-0.671046,-0.802095,-0.109003,-0.607135,-1.144247,-0.104394,-0.475358,-0.842035,0.046795,-0.614822,-0.969139,-0.079813,-0.518666,-0.670437,-0.121921,-0.455902,-0.699828,-0.130723,-0.330028,-0.943201,0.038125,-0.490430,-1.107373,-0.102470,-0.366375,-0.665591,-0.080802,-0.296362,-0.715112,-0.015018,-0.177830,-1.024476,-0.003924,-0.325082,-1.187767,-0.154889,-0.230209,-0.740053,-0.076140,-0.160460,-0.742952,0.029019,-0.011191,-1.101096,-0.055156,-0.156572,-1.268829,-0.127866,-0.118101,-0.949973,-0.069469,-0.054139,-0.900648,0.002269
Fist,0.000000,0.000000,0.000000,-0.250848,0.025956,-0.072143,-0.566558,-0.331775,-0.084188,-0.693984,-0.811468,-0.107513,-0.625006,-1.150474,-0.106726,-0.490935,-0.827899,0.066047,-0.622315,-0.981093,-0.063695,-0.530329,-0.695247,-0.103533,-0.468994,-0.715732,-0.107077,-0.344145,-0.937317,0.054771,-0.499461,-1.130698,-0.088629,-0.375671,-0.677227,-0.064570,-0.309218,-0.723613,0.008320,-0.189859,-1.028933,0.008030,-0.332444,-1.205031,-0.147296,-0.235412,-0.748741,-0.069176,-0.166358,-0.748158,0.040297,-0.020641,-1.116285,-0.047653,-0.164747,-1.290100,-0.118981,-0.123136,-0.974079,-0.059016,-0.056867,-0.927355,0.015681
Fist,0.000000,0.000000,0.000000,-0.249965,0.029278,-0.073901,-0.573847,-0.324139,-0.090949,-0.708448,-0.809870,-0.119648,-0.623607,-1.160616,-0.124187,-0.492570,-0.826940,0.057177,-0.627967,-0.993731,-0.075128,-0.530446,-0.689477,-0.117765,-0.464259,-0.700571,-0.124776,-0.342589,-0.938422,0.044677,-0.500150,-1.142855,-0.101592,-0.376190,-0.678687,-0.080706,-0.307015,-0.713893,-0.011310,-0.187523,-1.025619,-0.002565,-0.333419,-1.229637,-0.159949,-0.234714,-0.754410,-0.080090,-0.160552,-0.739633,0.030227,-0.016203,-1.109135,-0.058728,-0.163668,-1.302405,-0.130886,-0.122322,-0.976037,-0.068762,-0.054303,-0.915833,0.006919
Fist,0.000000,0.000000,0.000000,-0.249725,0.017461,-0.078320,-0.548325,-0.335240,-0.090433,-0.665390,-0.815008,-0.110045,-0.600260,-1.157273,-0.104017,-0.486518,-0.823802,0.060371,-0.616012,-0.953963,-0.070830,-0.515997,-0.669469,-0.114143,-0.456704,-0.714255,-0.121389,-0.341123,-0.938463,0.054064,-0.489042,-1.124823,-0.086180,-0.363250,-0.671468,-0.062067,-0.304087,-0.730987,0.008272,-0.187998,-1.030167,0.012057,-0.324087,-1.207373,-0.143105,-0.226849,-0.746923,-0.063876,-0.158450,-0.754134,0.045321,-0.018193,-1.119468,-0.039500,-0.156187,-1.280863,-0.113462,-0.114830,-0.963485,-0.054945,-0.051063,-0.927047,0.018894
Fist,0.000000,0.000000,0.000000,-0.249696,0.021317,-0.074055,-0.558921,-0.335790,-0.085327,-0.682865,-0.812166,-0.107361,-0.611650,-1.153345,-0.106019,-0.488723,-0.822974,0.071455,-0.620827,-0.962674,-0.058663,-0.529017,-0.683853,-0.101303,-0.462172,-0.710766,-0.106699,-0.344572,-0.936750,0.061400,-0.495340,-1.138847,-0.083556,-0.374259,-0.676983,-0.063918,-0.304994,-0.708894,0.007085,-0.191868,-1.027364,0.015584,-0.332290,-1.219448,-0.143758,-0.235376,-0.751313,-0.067878,-0.162011,-0.734670,0.042713,-0.020837,-1.114269,-0.039076,-0.165980,-1.298308,-0.113600,-0.125248,-0.974520,-0.054048,-0.058654,-0.917649,0.022014
Fist,0.000000,0.000000,0.000000,-0.243638,0.013430,-0.071004,-0.552007,-0.332479,-0.090040,-0.682095,-0.808165,-0.121615,-0.617513,-1.166994,-0.129528,-0.482728,-0.833266,0.062487,-0.611228,-1.000278,-0.073442,-0.525973,-0.714486,-0.114090,-0.462531,-0.721142,-0.115530,-0.339012,-0.939533,0.048466,-0.493092,-1.151600,-0.097877,-0.371638,-0.685198,-0.070004,-0.304438,-0.729784,0.008029,-0.188121,-1.030416,-0.001473,-0.329288,-1.220742,-0.161742,-0.235092,-0.757095,-0.080367,-0.166079,-0.762005,0.034299,-0.020567,-1.118392,-0.059981,-0.162047,-1.310414,-0.131931,-0.124652,-0.989930,-0.067381,-0.059167,-0.940482,0.012119
Fist,0.000000,0.000000,0.000000,-0.242030,0.048223,-0.082305,-0.559709,-0.307383,-0.101652,-0.686750,-0.812382,-0.130542,-0.613683,-1.171329,-0.135166,-0.502582,-0.811745,0.059719,-0.621157,-0.962748,-0.075722,-0.535521,-0.684507,-0.116417,-0.474630,-0.700644,-0.118696,-0.356242,-0.932982,0.051339,-0.499361,-1.130191,-0.094172,-0.377431,-0.665115,-0.066510,-0.314318,-0.717557,0.011155,-0.201389,-1.029494,0.005485,-0.331066,-1.206337,-0.156052,-0.236696,-0.741593,-0.076912,-0.170189,-0.748549,0.036049,-0.029553,-1.123298,-0.049882,-0.166395,-1.289517,-0.122374,-0.127460,-0.967523,-0.060872,-0.064474,-0.923174,0.015993
Fist,0.000000,0.000000,0.000000,-0.247378,0.063573,-0.088539,-0.578815,-0.285692,-0.103042,-0.711247,-0.796236,-0.124635,-0.643882,-1.164225,-0.119277,-0.529241,-0.794428,0.051643,-0.655058,-0.960023,-0.089530,-0.553887,-0.665254,-0.134732,-0.496220,-0.695350,-0.141879,-0.376736,-0.925172,0.046112,-0.520287,-1.129612,-0.109358,-0.389764,-0.666971,-0.088617,-0.330363,-0.730533,-0.016514,-0.216886,-1.029575,0.002964,-0.349642,-1.219201,-0.168001,-0.246170,-0.749905,-0.086992,-0.181250,-0.765527,0.027836,-0.042011,-1.133006,-0.050227,-0.179372,-1.292915,-0.132644,-0.130959,-0.965950,-0.072309,-0.067876,-0.932882,0.005037
Fist,0.000000,0.000000,0.000000,-0.239404,0.052812,-0.085854,-0.556242,-0.276235,-0.111322,-0.679863,-0.782154,-0.144790,-0.625518,-1.159610,-0.152651,-0.509727,-0.812724,0.049139,-0.634735,-0.961926,-0.101335,-0.550069,-0.688545,-0.148862,-0.488354,-0.700549,-0.152661,-0.358382,-0.932721,0.039929,-0.510590,-1.153682,-0.115167,-0.387465,-0.666077,-0.086636,-0.328721,-0.713839,-0.005835,-0.200176,-1.026103,-0.007778,-0.334157,-1.218752,-0.180331,-0.236211,-0.734414,-0.091807,-0.169992,-0.739493,0.030442,-0.023266,-1.117610,-0.065181,-0.162984,-1.278423,-0.147714,-0.118120,-0.944697,-0.081723,-0.054890,-0.909413,0.001331
Fist,0.000000,0.000000,0.000000,-0.238753,0.065193,-0.086804,-0.565467,-0.280839,-0.102680,-0.700091,-0.783379,-0.123570,-0.636378,-1.144497,-0.116307,-0.524071,-0.804727,0.043406,-0.649528,-0.961364,-0.093127,-0.545228,-0.649358,-0.137320,-0.489162,-0.673594,-0.145684,-0.371876,-0.927430,0.039773,-0.518186,-1.122051,-0.106771,-0.390907,-0.654557,-0.083742,-0.336555,-0.715975,-0.013571,-0.214472,-1.016746,0.000177,-0.347669,-1.206278,-0.158704,-0.249510,-0.735636,-0.077461,-0.186252,-0.752621,0.032728,-0.042805,-1.109156,-0.049375,-0.174834,-1.257464,-0.123882,-0.132023,-0.931853,-0.065001,-0.073018,-0.902320,0.008516
Fist,0.000000,0.000000,0.000000,-0.248328,0.040593,-0.074189,-0.557532,-0.294121,-0.095256,-0.676980,-0.801383,-0.129377,-0.629947,-1.175131,-0.143271,-0.516936,-0.800040,0.077904,-0.633914,-0.940342,-0.059104,-0.576021,-0.742289,-0.101111,-0.520518,-0.788505,-0.102713,-0.370863,-0.926591,0.062360,-0.518923,-1.141996,-0.083046,-0.396348,-0.671710,-0.049636,-0.327525,-0.727742,0.035757,-0.211728,-1.029333,0.008371,-0.342173,-1.211752,-0.160437,-0.243992,-0.738933,-0.072975,-0.170928,-0.741006,0.049861,-0.032687,-1.120005,-0.054722,-0.173224,-1.287892,-0.134746,-0.131947,-0.950251,-0.066696,-0.063601,-0.899372,0.017944
Fist,0.000000,0.000000,0.000000,-0.239635,0.044558,-0.072503,-0.556854,-0.294211,-0.087585,-0.677611,-0.790135,-0.115375,-0.622163,-1.145763,-0.120083,-0.503010,-0.813619,0.072061,-0.628887,-0.960982,-0.069413,-0.552345,-0.718321,-0.114740,-0.492124,-0.748106,-0.118377,-0.356253,-0.932611,0.057616,-0.504551,-1.133840,-0.090426,-0.381311,-0.667120,-0.060890,-0.318989,-0.736348,0.019595,-0.199213,-1.031348,0.005067,-0.333594,-1.207749,-0.159484,-0.238304,-0.742502,-0.072672,-0.170613,-0.758594,0.046472,-0.024368,-1.123163,-0.057140,-0.161729,-1.286349,-0.133672,-0.123473,-0.956513,-0.067413,-0.058842,-0.917256,0.014379
Fist,0.000000,0.000000,0.000000,-0.242716,0.068713,-0.079919,-0.576689,-0.263655,-0.096704,-0.707881,-0.767814,-0.124424,-0.654047,-1.126988,-0.126996,-0.520586,-0.807812,0.067663,-0.645032,-0.963228,-0.079570,-0.561899,-0.701800,-0.128702,-0.503825,-0.732663,-0.135344,-0.367607,-0.928307,0.055786,-0.518173,-1.136616,-0.100635,-0.394082,-0.649104,-0.074388,-0.336785,-0.715350,0.004952,-0.207991,-1.027394,0.004530,-0.343878,-1.212226,-0.166911,-0.248955,-0.729550,-0.079664,-0.182268,-0.743526,0.040666,-0.031656,-1.128995,-0.056897,-0.169014,-1.278718,-0.136113,-0.128942,-0.940354,-0.070474,-0.065212,-0.909171,0.010874
Fist,0.000000,0.000000,0.000000,-0.240893,0.062939,-0.082404,-0.565886,-0.280083,-0.096405,-0.695430,-0.781850,-0.118331,-0.635982,-1.143667,-0.114624,-0.522280,-0.808338,0.059060,-0.646618,-0.964587,-0.079303,-0.557357,-0.675012,-0.124613,-0.496212,-0.704166,-0.131861,-0.371532,-0.926991,0.051488,-0.517130,-1.131064,-0.096697,-0.398001,-0.661509,-0.074436,-0.336862,-0.722582,-0.001751,-0.212441,-1.017366,0.006458,-0.340608,-1.201879,-0.156042,-0.249337,-0.730497,-0.077844,-0.184333,-0.747863,0.033050,-0.037371,-1.110170,-0.048321,-0.166261,-1.258968,-0.122655,-0.128064,-0.930752,-0.063615,-0.067225,-0.900906,0.010935
Fist,0.000000,0.000000,0.000000,-0.238097,0.043384,-0.075442,-0.554274,-0.286744,-0.096542,-0.679853,-0.775187,-0.130013,-0.634045,-1.135614,-0.141513,-0.511501,-0.811873,0.067519,-0.629692,-0.951353,-0.073735,-0.571482,-0.750652,-0.116610,-0.520040,-0.797148,-0.119037,-0.363199,-0.930207,0.052934,-0.514545,-1.133595,-0.094801,-0.395372,-0.669947,-0.060045,-0.334047,-0.746622,0.025062,-0.205529,-1.028819,-0.000221,-0.339242,-1.201578,-0.166867,-0.246959,-0.738084,-0.078206,-0.180158,-0.757099,0.042904,-0.033294,-1.119239,-0.063218,-0.167146,-1.265272,-0.142752,-0.128732,-0.941969,-0.079009,-0.064122,-0.911175,0.001313
Fist,0.000000,0.000000,0.000000,-0.240815,0.057443,-0.087511,-0.575789,-0.283409,-0.106794,-0.707068,-0.798020,-0.134695,-0.631526,-1.158783,-0.137888,-0.521239,-0.807111,0.054493,-0.643106,-0.970544,-0.088989,-0.554036,-0.684624,-0.133064,-0.495978,-0.713409,-0.137656,-0.366275,-0.929322,0.046946,-0.514448,-1.141606,-0.107115,-0.391443,-0.654689,-0.079095,-0.333309,-0.713462,0.000777,-0.205385,-1.024201,0.000510,-0.338025,-1.208713,-0.170090,-0.240257,-0.726640,-0.087047,-0.175330,-0.740117,0.030462,-0.029919,-1.118531,-0.055744,-0.168321,-1.269036,-0.135178,-0.122367,-0.938376,-0.073041,-0.057157,-0.908076,0.005488
Fist,0.000000,0.000000,0.000000,-0.236748,0.032935,-0.074576,-0.559436,-0.301549,-0.096857,-0.694268,-0.776596,-0.133411,-0.626359,-1.116319,-0.148031,-0.497421,-0.824147,0.072759,-0.620706,-0.974929,-0.066857,-0.558544,-0.752773,-0.108492,-0.502762,-0.781543,-0.109490,-0.350020,-0.934898,0.058754,-0.505384,-1.137059,-0.087831,-0.387969,-0.664615,-0.052284,-0.324623,-0.733008,0.034468,-0.193281,-1.027674,0.006039,-0.334614,-1.197968,-0.156321,-0.243532,-0.732682,-0.068426,-0.175837,-0.744158,0.052142,-0.023601,-1.110365,-0.056446,-0.165470,-1.259258,-0.130760,-0.126587,-0.945185,-0.066611,-0.058460,-0.917363,0.013437
Fist,0.000000,0.000000,0.000000,-0.243918,0.045687,-0.081294,-0.566415,-0.297171,-0.098038,-0.689357,-0.803764,-0.125675,-0.621696,-1.155079,-0.129061,-0.512788,-0.813468,0.066172,-0.638917,-0.972279,-0.077080,-0.557669,-0.704752,-0.121759,-0.499755,-0.733744,-0.125134,-0.361569,-0.930681,0.055692,-0.509714,-1.141547,-0.096568,-0.391399,-0.660661,-0.069044,-0.334155,-0.724942,0.011200,-0.202796,-1.022429,0.006376,-0.336237,-1.209645,-0.162049,-0.245687,-0.732084,-0.079309,-0.180713,-0.744592,0.038256,-0.029198,-1.111437,-0.052852,-0.164969,-1.269249,-0.129763,-0.127016,-0.938217,-0.066234,-0.062816,-0.901550,0.013717
Fist,0.000000,0.000000,0.000000,-0.238602,0.027149,-0.077345,-0.545758,-0.295337,-0.097128,-0.672462,-0.770674,-0.127444,-0.617349,-1.127096,-0.133552,-0.506911,-0.812175,0.065404,-0.631935,-0.948544,-0.071715,-0.544647,-0.691782,-0.113146,-0.481325,-0.721788,-0.115299,-0.362922,-0.930283,0.053483,-0.508360,-1.126209,-0.091129,-0.387741,-0.663348,-0.063799,-0.328931,-0.722407,0.013878,-0.206808,-1.019068,0.004423,-0.337401,-1.186187,-0.156363,-0.243606,-0.727892,-0.075446,-0.179700,-0.742668,0.038559,-0.033895,-1.093934,-0.054083,-0.168914,-1.244955,-0.128259,-0.130874,-0.926096,-0.065551,-0.068402,-0.890164,0.013303
Fist,0.000000,0.000000,0.000000,-0.235819,0.022277,-0.071010,-0.540417,-0.308349,-0.086769,-0.666436,-0.760511,-0.114706,-0.615888,-1.097489,-0.118200,-0.488111,-0.835288,0.063511,-0.626765,-0.974233,-0.072404,-0.539178,-0.698752,-0.115955,-0.471504,-0.724603,-0.120759,-0.342219,-0.938270,0.050362,-0.499612,-1.112288,-0.093677,-0.382762,-0.655280,-0.068515,-0.315790,-0.721775,0.005144,-0.188672,-1.020920,0.001333,-0.336372,-1.177704,-0.155540,-0.245884,-0.718372,-0.075111,-0.175072,-0.732003,0.036004,-0.022611,-1.094386,-0.056918,-0.166719,-1.236345,-0.129421,-0.130987,-0.923025,-0.068591,-0.063654,-0.893604,0.007653
Fist,0.000000,0.000000,0.000000,-0.242900,0.043104,-0.079472,-0.564262,-0.286114,-0.096928,-0.692459,-0.770173,-0.125582,-0.640321,-1.116316,-0.129850,-0.517161,-0.815671,0.062261,-0.643898,-0.958663,-0.082771,-0.564873,-0.721643,-0.128289,-0.501693,-0.769323,-0.132432,-0.365479,-0.929413,0.051155,-0.516671,-1.128773,-0.102736,-0.393660,-0.656113,-0.072464,-0.331163,-0.733198,0.009653,-0.205768,-1.028218,0.001449,-0.345196,-1.204052,-0.168986,-0.250815,-0.729244,-0.082424,-0.182259,-0.743660,0.037911,-0.034291,-1.121330,-0.058254,-0.171125,-1.269686,-0.139873,-0.132316,-0.940818,-0.077309,-0.066325,-0.910189,0.002953
Fist,0.000000,0.000000,0.000000,-0.242356,0.018770,-0.058440,-0.543460,-0.304965,-0.078297,-0.657763,-0.781116,-0.114380,-0.616818,-1.143677,-0.134577,-0.492366,-0.819640,0.079293,-0.614384,-0.944569,-0.053927,-0.602297,-0.833081,-0.094271,-0.567882,-0.907941,-0.096323,-0.348188,-0.935841,0.054462,-0.509237,-1.145131,-0.091074,-0.395626,-0.685295,-0.055349,-0.323864,-0.740379,0.032215,-0.190725,-1.031994,-0.006294,-0.331886,-1.202647,-0.171619,-0.242310,-0.746005,-0.080507,-0.167188,-0.751222,0.043161,-0.013531,-1.114667,-0.075516,-0.159233,-1.277520,-0.157202,-0.125515,-0.952145,-0.090212,-0.054747,-0.902942,-0.007011
Fist,0.000000,0.000000,0.000000,-0.246501,0.026836,-0.072151,-0.554571,-0.294653,-0.092234,-0.680349,-0.748325,-0.126226,-0.628096,-1.093863,-0.136003,-0.503015,-0.825384,0.068151,-0.635967,-0.969052,-0.076690,-0.563604,-0.725955,-0.122578,-0.502266,-0.746453,-0.125698,-0.358552,-0.932062,0.051978,-0.513848,-1.113850,-0.101920,-0.394329,-0.651681,-0.074545,-0.326876,-0.723570,0.005531,-0.203818,-1.025857,-0.002158,-0.347716,-1.179327,-0.170239,-0.253855,-0.721195,-0.085018,-0.183670,-0.737927,0.033947,-0.035196,-1.107002,-0.065977,-0.178907,-1.247705,-0.145860,-0.139732,-0.930441,-0.082301,-0.071254,-0.900391,-0.001150
Fist,0.000000,0.000000,0.000000,-0.241620,0.028903,-0.075878,-0.555796,-0.307611,-0.091632,-0.687458,-0.776223,-0.119480,-0.625821,-1.116929,-0.123527,-0.496902,-0.822487,0.073087,-0.623494,-0.970047,-0.063758,-0.538545,-0.701464,-0.108393,-0.476892,-0.731983,-0.113191,-0.351583,-0.934123,0.061678,-0.499173,-1.124899,-0.084210,-0.384137,-0.667133,-0.061196,-0.324380,-0.732283,0.013173,-0.196710,-1.023399,0.012707,-0.331677,-1.195537,-0.145852,-0.242114,-0.738923,-0.068101,-0.177580,-0.757027,0.042908,-0.026314,-1.104983,-0.046007,-0.162417,-1.261508,-0.115345,-0.127918,-0.944014,-0.053555,-0.065658,-0.910725,0.023104
Fist,0.000000,0.000000,0.000000,-0.244669,0.051642,-0.079843,-0.562086,-0.285034,-0.093701,-0.687783,-0.775018,-0.116386,-0.626845,-1.129211,-0.115004,-0.519244,-0.801532,0.062833,-0.649949,-0.938240,-0.069608,-0.553927,-0.661064,-0.112084,-0.489631,-0.702983,-0.118351,-0.370653,-0.927197,0.054053,-0.519201,-1.115134,-0.087946,-0.396788,-0.652439,-0.063999,-0.337216,-0.713629,0.008175,-0.211931,-1.017791,0.008572,-0.344357,-1.186130,-0.148775,-0.248949,-0.720050,-0.071444,-0.182250,-0.736556,0.037233,-0.036728,-1.102024,-0.046554,-0.172624,-1.239753,-0.118406,-0.133317,-0.915839,-0.058810,-0.070143,-0.885327,0.015448
Fist,0.000000,0.000000,0.000000,-0.241806,0.015668,-0.071886,-0.552988,-0.305475,-0.089331,-0.683214,-0.751856,-0.120350,-0.630470,-1.091408,-0.128672,-0.496542,-0.827438,0.074542,-0.626525,-0.949456,-0.060224,-0.548114,-0.711707,-0.101747,-0.485221,-0.753672,-0.104292,-0.352457,-0.933940,0.059409,-0.505533,-1.114884,-0.085020,-0.386626,-0.655400,-0.057001,-0.321982,-0.722566,0.021938,-0.196658,-1.024667,0.007061,-0.336993,-1.178120,-0.153872,-0.242684,-0.721846,-0.071394,-0.174710,-0.735438,0.044332,-0.027261,-1.102431,-0.054624,-0.170244,-1.244003,-0.128873,-0.130120,-0.929046,-0.064973,-0.062825,-0.899044,0.014902
Fist,0.000000,0.000000,0.000000,-0.243842,0.064247,-0.084223,-0.573282,-0.284165,-0.099536,-0.701009,-0.794793,-0.124488,-0.631215,-1.148768,-0.124026,-0.522817,-0.806701,0.063621,-0.649945,-0.969184,-0.078676,-0.562171,-0.687716,-0.124104,-0.502418,-0.714036,-0.129141,-0.370995,-0.926951,0.055903,-0.517219,-1.126572,-0.097308,-0.394451,-0.655773,-0.072759,-0.336231,-0.717897,0.004369,-0.211305,-1.023098,0.009323,-0.344340,-1.201626,-0.158176,-0.248071,-0.728315,-0.078139,-0.183399,-0.739958,0.036565,-0.036793,-1.119380,-0.047344,-0.172980,-1.262324,-0.123718,-0.129846,-0.934695,-0.063278,-0.066560,-0.902380,0.013718
Fist,0.000000,0.000000,0.000000,-0.235158,0.051876,-0.080224,-0.557785,-0.293699,-0.094426,-0.684349,-0.791745,-0.117996,-0.619372,-1.144212,-0.117002,-0.506269,-0.816715,0.060382,-0.630914,-0.974142,-0.074142,-0.546632,-0.692191,-0.116083,-0.489571,-0.714988,-0.120613,-0.357754,-0.932346,0.052375,-0.502370,-1.124216,-0.090565,-0.385824,-0.661719,-0.064726,-0.329327,-0.723947,0.009297,-0.200704,-1.020599,0.007247,-0.333389,-1.198956,-0.150557,-0.242346,-0.733642,-0.071351,-0.178248,-0.745535,0.038842,-0.028916,-1.108622,-0.047677,-0.163548,-1.260149,-0.120550,-0.125395,-0.935047,-0.061111,-0.062893,-0.897224,0.013344
Fist,0.000000,0.000000,0.000000,-0.248754,0.040685,-0.066920,-0.567674,-0.290584,-0.088195,-0.695378,-0.769749,-0.125642,-0.652375,-1.119999,-0.144418,-0.501778,-0.816585,0.078378,-0.625069,-0.960149,-0.060347,-0.591961,-0.812204,-0.102960,-0.551073,-0.876934,-0.105034,-0.355213,-0.933005,0.057673,-0.512970,-1.142995,-0.090531,-0.397819,-0.673548,-0.054312,-0.333975,-0.742942,0.033867,-0.197690,-1.038515,-0.000879,-0.341437,-1.206232,-0.167574,-0.247982,-0.741477,-0.074876,-0.177402,-0.751621,0.049934,-0.024940,-1.130028,-0.068823,-0.173425,-1.282740,-0.147579,-0.132891,-0.958284,-0.078276,-0.060648,-0.921519,0.006416
Fist,0.000000,0.000000,0.000000,-0.248703,0.038952,-0.079698,-0.567508,-0.286807,-0.096386,-0.695144,-0.767236,-0.125234,-0.640494,-1.108330,-0.130222,-0.497814,-0.822526,0.069468,-0.629896,-0.976047,-0.070463,-0.545570,-0.707687,-0.114701,-0.483489,-0.733652,-0.119126,-0.351650,-0.934393,0.057020,-0.505313,-1.128615,-0.094658,-0.385999,-0.656134,-0.069622,-0.322621,-0.716742,0.007317,-0.196252,-1.025229,0.006003,-0.336534,-1.197404,-0.162017,-0.242908,-0.726505,-0.078908,-0.174045,-0.733887,0.037810,-0.025103,-1.106978,-0.055169,-0.166205,-1.255849,-0.134303,-0.125757,-0.930952,-0.071033,-0.059159,-0.898418,0.008534
Fist,0.000000,0.000000,0.000000,-0.245369,0.040943,-0.075040,-0.560915,-0.302317,-0.089983,-0.687304,-0.784536,-0.117250,-0.627802,-1.127473,-0.120503,-0.499529,-0.820634,0.073846,-0.624903,-0.961214,-0.062234,-0.540736,-0.695941,-0.104895,-0.478817,-0.726904,-0.108523,-0.354383,-0.933080,0.061441,-0.500073,-1.121796,-0.084944,-0.381583,-0.657702,-0.059015,-0.318880,-0.726713,0.018166,-0.198628,-1.024158,0.011310,-0.334242,-1.197995,-0.150176,-0.243636,-0.734399,-0.069658,-0.177177,-0.749991,0.044193,-0.027993,-1.106843,-0.048524,-0.163963,-1.255133,-0.122633,-0.127853,-0.932602,-0.061407,-0.064260,-0.899972,0.016013
