label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193
Swipe,0.000000,0.000000,0.000000,0.258903,-0.177114,-0.021520,0.362698,-0.516207,0.013109,0.365415,-0.817838,0.035730,0.382212,-1.043519,0.059810,0.158503,-0.914676,0.107118,0.213374,-1.225590,0.061241,0.299299,-1.380745,0.007315,0.373507,-1.413797,-0.018549,0.038646,-0.994360,0.098767,0.091561,-1.429258,0.055103,0.185073,-1.558483,-0.003743,0.267295,-1.487571,-0.032325,-0.077950,-1.006496,0.073780,-0.058027,-1.454398,0.012472,0.024424,-1.507219,-0.043308,0.090740,-1.362899,-0.061381,-0.209182,-0.960231,0.046218,-0.200012,-1.335786,-0.018757,-0.119170,-1.413038,-0.057201,-0.038658,-1.316489,-0.067587,0.000000,0.000000,0.000000,0.234837,-0.185059,-0.045369,0.343347,-0.488340,-0.034971,0.354721,-0.783252,-0.027080,0.387352,-1.006722,-0.018490,0.160644,-0.934492,0.051757,0.204603,-1.310724,0.026890,0.226178,-1.546073,-0.007923,0.237814,-1.752011,-0.033916,0.043282,-0.998071,0.044503,0.068832,-1.435799,0.021399,0.075640,-1.712560,-0.018794,0.078235,-1.941260,-0.047332,-0.067400,-0.995237,0.023106,-0.057419,-1.399859,-0.009188,-0.041473,-1.644921,-0.044933,-0.027891,-1.853680,-0.066789,-0.184616,-0.928900,-0.004752,-0.181757,-1.265571,-0.034940,-0.168184,-1.481225,-0.049596,-0.148579,-1.680029,-0.057157,0.000000,0.000000,0.000000,0.169793,-0.195655,-0.061498,0.254580,-0.560097,-0.069734,0.286009,-0.852601,-0.076795,0.311693,-1.080151,-0.083229,0.119653,-0.971120,-0.008312,0.144015,-1.321270,-0.051952,0.158122,-1.535047,-0.096450,0.163716,-1.725345,-0.129314,0.015378,-0.999748,-0.016364,0.021503,-1.400705,-0.053188,0.023558,-1.656281,-0.096423,0.020125,-1.873531,-0.128605,-0.080403,-0.951516,-0.036985,-0.080473,-1.321617,-0.077826,-0.067878,-1.555799,-0.112703,-0.057923,-1.763715,-0.137104,-0.179959,-0.838966,-0.065367,-0.189099,-1.129776,-0.105704,-0.183406,-1.329021,-0.123508,-0.173033,-1.520654,-0.134870,-0.080064,3.006645,0.000000,3.016849,1.003038
Swipe,0.000000,0.000000,0.000000,0.233202,-0.135505,-0.072181,0.351009,-0.467688,-0.078517,0.390964,-0.777710,-0.082109,0.433597,-0.998378,-0.085162,0.188450,-0.933085,-0.017636,0.244708,-1.315256,-0.064380,0.282221,-1.566079,-0.108222,0.312322,-1.783194,-0.140348,0.068455,-0.997470,-0.019192,0.097115,-1.449686,-0.066701,0.122512,-1.755397,-0.115932,0.146933,-2.021133,-0.150635,-0.043431,-0.981141,-0.033817,-0.025813,-1.398814,-0.087999,0.000912,-1.672751,-0.133901,0.027725,-1.910761,-0.162112,-0.159221,-0.906283,-0.055998,-0.157607,-1.234014,-0.108090,-0.144796,-1.460763,-0.137026,-0.125298,-1.673462,-0.154267,0.000000,0.000000,0.000000,0.211445,-0.161277,-0.062831,0.318681,-0.499973,-0.069300,0.343090,-0.807558,-0.073917,0.391529,-1.024345,-0.078076,0.152258,-0.951026,-0.015183,0.192494,-1.332392,-0.062450,0.223601,-1.568693,-0.106451,0.248594,-1.780694,-0.138325,0.035262,-0.999165,-0.020620,0.048803,-1.443379,-0.068081,0.066319,-1.726491,-0.114077,0.081881,-1.976118,-0.145451,-0.071582,-0.971449,-0.037759,-0.067180,-1.377061,-0.089846,-0.044531,-1.638484,-0.128652,-0.024745,-1.868859,-0.151233,-0.183907,-0.876987,-0.061662,-0.192072,-1.201656,-0.107755,-0.185523,-1.422321,-0.128012,-0.175519,-1.627337,-0.138644,0.000000,0.000000,0.000000,0.296345,-0.214576,-0.070146,0.470869,-0.493379,-0.133484,0.553703,-0.815823,-0.194240,0.552411,-1.141330,-0.263567,0.236961,-0.969850,-0.183682,0.239240,-1.600980,-0.301715,0.265017,-1.914440,-0.384036,0.288564,-2.215472,-0.443605,0.032056,-0.975479,-0.217745,-0.000534,-1.663050,-0.338676,0.012706,-2.045721,-0.424532,0.034119,-2.395171,-0.496913,-0.140993,-0.844147,-0.255019,-0.164822,-1.404052,-0.368104,-0.154498,-1.791365,-0.438316,-0.110960,-2.134951,-0.494940,-0.268686,-0.634262,-0.294440,-0.312162,-0.980693,-0.390690,-0.313298,-1.249972,-0.434939,-0.287008,-1.521048,-0.474055,-0.327206,2.968781,-0.000001,3.073313,1.028979
Bye,0.000000,0.000000,0.000000,-0.210761,-0.129965,-0.052706,-0.348735,-0.448114,-0.070962,-0.398363,-0.746168,-0.089508,-0.442926,-0.987068,-0.105168,-0.237350,-0.937369,-0.000008,-0.232701,-1.302508,-0.043659,-0.218588,-1.524469,-0.090130,-0.200413,-1.724139,-0.124535,-0.129930,-0.991401,-0.015551,-0.129036,-1.400961,-0.040029,-0.121475,-1.649655,-0.070809,-0.111394,-1.861695,-0.096560,-0.027513,-0.967444,-0.044826,-0.033554,-1.337268,-0.065817,-0.036276,-1.560748,-0.076479,-0.036957,-1.752938,-0.089567,0.079587,-0.876449,-0.084289,0.066756,-1.168829,-0.101336,0.054224,-1.346155,-0.098647,0.040227,-1.500494,-0.098553,0.000000,0.000000,0.000000,-0.232448,-0.051294,-0.061091,-0.420007,-0.317427,-0.084988,-0.528342,-0.575454,-0.108187,-0.635605,-0.743326,-0.130555,-0.380661,-0.861958,-0.013777,-0.448577,-1.232081,-0.063470,-0.482234,-1.462542,-0.115167,-0.502661,-1.670402,-0.152938,-0.278838,-0.959895,-0.029153,-0.357616,-1.390725,-0.060572,-0.402621,-1.656365,-0.100897,-0.434963,-1.886806,-0.134119,-0.168224,-0.976550,-0.058337,-0.238074,-1.369667,-0.089253,-0.281995,-1.602860,-0.113794,-0.317825,-1.806909,-0.136462,-0.044361,-0.931498,-0.097241,-0.092222,-1.240663,-0.124352,-0.119007,-1.436476,-0.131406,-0.143976,-1.613490,-0.138642,0.000000,0.000000,0.000000,-0.238400,-0.076523,-0.045856,-0.421846,-0.346744,-0.063479,-0.527379,-0.597535,-0.085237,-0.628810,-0.772872,-0.106747,-0.372179,-0.867162,0.002702,-0.446047,-1.231790,-0.046636,-0.480298,-1.460017,-0.098199,-0.504596,-1.673148,-0.136329,-0.274617,-0.961289,-0.022565,-0.351915,-1.378035,-0.055547,-0.396101,-1.640445,-0.096261,-0.431555,-1.874872,-0.128433,-0.166337,-0.977631,-0.060878,-0.235612,-1.356135,-0.092097,-0.281621,-1.579970,-0.112659,-0.322794,-1.777542,-0.131378,-0.044657,-0.927893,-0.108489,-0.087368,-1.227905,-0.134118,-0.113594,-1.420411,-0.136969,-0.138762,-1.593687,-0.140382,-0.046555,0.551529,0.000000,8.279446,14.958582
Bye,0.000000,0.000000,0.000000,-0.261082,0.088619,-0.049432,-0.514219,-0.073886,-0.050970,-0.685528,-0.304137,-0.056520,-0.832585,-0.385707,-0.061304,-0.558299,-0.672340,0.036194,-0.754954,-0.934366,-0.001645,-0.880562,-1.092535,-0.049358,-0.984851,-1.250022,-0.087108,-0.474518,-0.880081,0.017006,-0.662386,-1.212525,-0.003702,-0.785711,-1.428873,-0.041326,-0.885070,-1.610790,-0.073192,-0.362477,-1.012815,-0.018539,-0.514639,-1.332969,-0.044357,-0.612437,-1.530419,-0.068425,-0.698246,-1.692956,-0.089823,-0.227771,-1.088827,-0.064576,-0.325572,-1.383301,-0.087611,-0.384814,-1.566286,-0.092993,-0.437786,-1.729932,-0.098602,0.000000,0.000000,0.000000,-0.215521,-0.120807,-0.061681,-0.365092,-0.414962,-0.082881,-0.430894,-0.716947,-0.103788,-0.518817,-0.922549,-0.123537,-0.295862,-0.900736,-0.007063,-0.369502,-1.264995,-0.054136,-0.406630,-1.497405,-0.102255,-0.429549,-1.701970,-0.138463,-0.174056,-0.984506,-0.021268,-0.236234,-1.389840,-0.055897,-0.273400,-1.647798,-0.101976,-0.303004,-1.865249,-0.137818,-0.048815,-0.990395,-0.048945,-0.088947,-1.351118,-0.086749,-0.123786,-1.573827,-0.120941,-0.160802,-1.764173,-0.147485,0.084353,-0.929771,-0.085416,0.085559,-1.214061,-0.117386,0.076876,-1.391667,-0.132245,0.061421,-1.548106,-0.143404,0.000000,0.000000,0.000000,-0.204221,-0.155484,-0.055841,-0.332233,-0.485184,-0.069642,-0.373960,-0.794091,-0.082859,-0.442993,-1.017729,-0.092263,-0.248059,-0.936594,0.005399,-0.302810,-1.288677,-0.031954,-0.325877,-1.502910,-0.073323,-0.338583,-1.691962,-0.105653,-0.131494,-0.991310,-0.003704,-0.182369,-1.374701,-0.027617,-0.210447,-1.608422,-0.062662,-0.233678,-1.803520,-0.091421,-0.011615,-0.972687,-0.026115,-0.050606,-1.315495,-0.054004,-0.077315,-1.520573,-0.076444,-0.103054,-1.700168,-0.096357,0.117005,-0.893314,-0.057537,0.122034,-1.161084,-0.084519,0.122661,-1.323165,-0.094648,0.121945,-1.474243,-0.102667,1.173563,0.285390,0.000001,8.691988,7.196745
Bye,0.000000,0.000000,0.000000,-0.186564,-0.158905,-0.048821,-0.304686,-0.493419,-0.062758,-0.353635,-0.785374,-0.076497,-0.430230,-0.985049,-0.088975,-0.196274,-0.958697,-0.001485,-0.233195,-1.316430,-0.036797,-0.251243,-1.532360,-0.076658,-0.259406,-1.727401,-0.108546,-0.081965,-0.996474,-0.017908,-0.105434,-1.383711,-0.038333,-0.112990,-1.626829,-0.071934,-0.116312,-1.831684,-0.101266,0.025639,-0.954119,-0.046144,0.018222,-1.302280,-0.068671,0.018703,-1.517794,-0.089196,0.016829,-1.704774,-0.110250,0.127774,-0.850774,-0.082727,0.141033,-1.114699,-0.102935,0.155443,-1.282204,-0.107462,0.169991,-1.436105,-0.113883,0.000000,0.000000,0.000000,-0.210496,-0.161141,-0.058563,-0.344141,-0.483902,-0.076240,-0.401368,-0.796563,-0.093543,-0.472692,-1.017830,-0.108676,-0.258163,-0.934897,-0.002597,-0.316492,-1.307508,-0.044243,-0.346542,-1.535572,-0.085989,-0.362104,-1.731816,-0.117577,-0.141511,-0.989785,-0.017329,-0.194364,-1.395926,-0.045432,-0.224795,-1.647680,-0.084310,-0.248596,-1.860250,-0.115252,-0.020904,-0.971597,-0.045698,-0.055172,-1.346575,-0.077278,-0.082402,-1.571769,-0.105180,-0.111154,-1.760276,-0.128366,0.108949,-0.889018,-0.082873,0.110416,-1.170149,-0.109970,0.108146,-1.343761,-0.119960,0.101299,-1.494119,-0.127948,0.000000,0.000000,0.000000,-0.200982,-0.181372,-0.067697,-0.325371,-0.498814,-0.086798,-0.356396,-0.817149,-0.102439,-0.415871,-1.069039,-0.111869,-0.234647,-0.952024,-0.001434,-0.278852,-1.315027,-0.040281,-0.291741,-1.531227,-0.083308,-0.298098,-1.725496,-0.115143,-0.121095,-0.992636,-0.003148,-0.158199,-1.385261,-0.020949,-0.177912,-1.613086,-0.051218,-0.194535,-1.807445,-0.076574,-0.008559,-0.956568,-0.019280,-0.034018,-1.301993,-0.039516,-0.058074,-1.504139,-0.052794,-0.083553,-1.680844,-0.066638,0.114048,-0.860535,-0.046247,0.124111,-1.122426,-0.064389,0.121824,-1.278344,-0.063348,0.115407,-1.418794,-0.062860,1.063087,0.400719,0.000000,5.921082,5.211743
Bye,0.000000,0.000000,0.000000,-0.183340,-0.149198,-0.038489,-0.291161,-0.472567,-0.041917,-0.329316,-0.752642,-0.047269,-0.394223,-0.952485,-0.051532,-0.180581,-0.946730,0.021393,-0.232239,-1.283486,-0.008190,-0.258635,-1.489378,-0.045566,-0.271342,-1.671574,-0.075247,-0.063606,-0.997959,0.005590,-0.097557,-1.361425,-0.009126,-0.113825,-1.589834,-0.040103,-0.125152,-1.780489,-0.067469,0.046997,-0.972742,-0.022303,0.037927,-1.301178,-0.040662,0.031523,-1.500932,-0.060869,0.021351,-1.674445,-0.080639,0.153372,-0.887470,-0.058007,0.170693,-1.149804,-0.074790,0.180383,-1.310793,-0.080012,0.187231,-1.457730,-0.086234,0.000000,0.000000,0.000000,-0.190389,-0.223059,-0.009779,-0.293268,-0.548557,-0.011594,-0.342588,-0.808330,-0.026813,-0.405891,-0.984842,-0.041371,-0.240174,-0.894875,0.062759,-0.340789,-1.067085,0.012123,-0.383916,-1.026317,-0.042130,-0.408373,-0.976644,-0.073679,-0.144000,-0.989262,0.024986,-0.227578,-1.362164,0.001166,-0.274763,-1.590211,-0.041083,-0.311285,-1.782610,-0.073795,-0.024915,-0.997356,-0.026857,-0.071330,-1.373175,-0.060675,-0.107638,-1.610529,-0.105281,-0.145383,-1.808252,-0.136758,0.109010,-0.919179,-0.082192,0.115823,-1.195028,-0.099288,0.106911,-1.361061,-0.102657,0.085873,-1.506948,-0.106658,0.000000,0.000000,0.000000,-0.188233,-0.266462,-0.060504,-0.279181,-0.684324,-0.053064,-0.282018,-1.028344,-0.040704,-0.311109,-1.273380,-0.020718,-0.135280,-1.011006,0.043853,-0.137501,-1.395592,0.037110,-0.126152,-1.606158,0.014427,-0.110474,-1.789905,-0.004566,-0.012778,-0.998363,0.055755,-0.013113,-1.400007,0.072750,-0.009721,-1.622942,0.061504,-0.007812,-1.798912,0.047553,0.100449,-0.918813,0.051655,0.112620,-1.250570,0.062193,0.116291,-1.433848,0.058995,0.117235,-1.583558,0.049562,0.221916,-0.784727,0.036202,0.258696,-1.014501,0.046890,0.275384,-1.141943,0.056743,0.290939,-1.256347,0.060315,1.195942,0.112292,0.000001,5.832853,4.855843
Bye,0.000000,0.000000,0.000000,-0.185494,-0.167221,-0.058448,-0.303862,-0.508697,-0.078865,-0.354519,-0.795949,-0.098341,-0.432156,-0.997460,-0.117062,-0.197494,-0.947161,-0.021147,-0.255399,-1.299572,-0.069870,-0.292872,-1.516218,-0.116569,-0.317234,-1.716759,-0.152446,-0.077178,-0.996323,-0.037193,-0.105216,-1.388207,-0.071559,-0.125220,-1.643176,-0.112229,-0.139567,-1.861546,-0.145051,0.037013,-0.956137,-0.065391,0.034119,-1.302818,-0.102015,0.028891,-1.515226,-0.127725,0.020270,-1.704876,-0.149672,0.144396,-0.847180,-0.102053,0.169663,-1.110673,-0.132957,0.188305,-1.279144,-0.141168,0.204194,-1.438189,-0.148612,0.000000,0.000000,0.000000,-0.169224,-0.260023,-0.057915,-0.240281,-0.648912,-0.075994,-0.226611,-0.974290,-0.094251,-0.257319,-1.229061,-0.110188,-0.077467,-1.015551,-0.017181,-0.064312,-1.432932,-0.069876,-0.039449,-1.679471,-0.117346,-0.008816,-1.885484,-0.150840,0.045559,-0.998447,-0.032052,0.065143,-1.440997,-0.068497,0.085038,-1.709312,-0.109322,0.104997,-1.928395,-0.139488,0.157145,-0.904594,-0.059324,0.190883,-1.283830,-0.099618,0.204648,-1.505535,-0.127143,0.210614,-1.696017,-0.146692,0.269553,-0.739184,-0.094868,0.331631,-0.991927,-0.129331,0.357611,-1.153881,-0.139828,0.371287,-1.301555,-0.145614,0.000000,0.000000,0.000000,-0.142474,-0.264971,-0.045158,-0.202544,-0.667393,-0.055302,-0.191288,-0.981321,-0.067992,-0.218278,-1.228735,-0.079303,-0.012093,-1.020047,-0.008961,-0.003193,-1.399389,-0.053902,0.007743,-1.624773,-0.096794,0.025830,-1.825636,-0.130620,0.101114,-0.994446,-0.029207,0.127013,-1.403032,-0.062042,0.152771,-1.653311,-0.099465,0.175606,-1.861401,-0.128901,0.203865,-0.891140,-0.060687,0.245247,-1.234346,-0.099441,0.272990,-1.443444,-0.126395,0.289960,-1.622167,-0.146997,0.303021,-0.725044,-0.099480,0.374271,-0.957750,-0.131323,0.418943,-1.111530,-0.142243,0.454591,-1.250842,-0.150643,0.631900,0.586186,-0.000000,5.343521,6.199524
Bye,0.000000,0.000000,0.000000,0.240549,-0.150068,-0.083174,0.388614,-0.469075,-0.095925,0.443953,-0.794490,-0.102814,0.501922,-1.035755,-0.107889,0.226668,-0.927534,-0.011954,0.296913,-1.291883,-0.056195,0.342723,-1.527746,-0.101561,0.380786,-1.735177,-0.134148,0.102148,-0.994748,-0.006566,0.148943,-1.419991,-0.044159,0.187292,-1.706586,-0.090523,0.224744,-1.954880,-0.124695,-0.020624,-0.990222,-0.016408,0.013619,-1.388210,-0.063573,0.055123,-1.643484,-0.105415,0.099061,-1.861776,-0.132023,-0.153992,-0.931372,-0.035053,-0.152864,-1.250397,-0.082535,-0.131882,-1.460652,-0.107145,-0.100729,-1.656801,-0.121149,0.000000,0.000000,0.000000,0.177758,-0.181995,0.089302,0.240032,-0.454084,0.141525,0.280371,-0.611760,0.159084,0.339312,-0.738061,0.172352,0.202333,-0.919140,0.201730,0.270339,-1.188060,0.195877,0.360343,-1.326384,0.163587,0.446847,-1.429472,0.138646,0.166783,-0.978571,0.120756,0.225517,-1.311463,0.123503,0.326992,-1.496938,0.091837,0.426447,-1.621789,0.065871,0.125903,-0.992734,0.029191,0.172191,-1.353352,0.017109,0.278687,-1.532370,-0.009328,0.382344,-1.646881,-0.027584,0.086253,-0.953697,-0.060950,0.122489,-1.288813,-0.078072,0.198238,-1.462561,-0.086415,0.285229,-1.585732,-0.092240,0.000000,0.000000,0.000000,0.200669,-0.168481,-0.080514,0.335388,-0.492230,-0.094877,0.390690,-0.810210,-0.104103,0.447888,-1.048537,-0.109914,0.207882,-0.962072,-0.005745,0.242217,-1.313572,-0.038972,0.252316,-1.524591,-0.076805,0.255985,-1.706366,-0.104994,0.085660,-0.996323,0.001912,0.102065,-1.393835,-0.021810,0.109651,-1.627199,-0.056958,0.114222,-1.808779,-0.083471,-0.031704,-0.954413,-0.005067,-0.021016,-1.309346,-0.036473,-0.005549,-1.520781,-0.065235,0.010033,-1.698299,-0.085571,-0.152385,-0.853124,-0.021779,-0.167286,-1.119664,-0.054206,-0.168343,-1.293173,-0.067896,-0.162209,-1.456335,-0.075610,-0.059586,0.390139,-0.000000,6.898170,17.478575
Bye,0.000000,0.000000,0.000000,0.213847,-0.142435,-0.086596,0.360163,-0.476191,-0.099158,0.423329,-0.802022,-0.104386,0.484013,-1.031687,-0.106381,0.221359,-0.957476,-0.011313,0.256895,-1.316202,-0.041348,0.264635,-1.534540,-0.077908,0.266222,-1.722188,-0.106849,0.097666,-0.995219,-0.000262,0.114984,-1.390069,-0.022137,0.118230,-1.644326,-0.058986,0.118597,-1.848637,-0.088440,-0.018982,-0.956579,-0.004085,-0.007900,-1.321529,-0.034339,0.008586,-1.550184,-0.067952,0.025458,-1.741917,-0.093014,-0.142580,-0.859889,-0.017968,-0.158702,-1.135106,-0.053266,-0.160207,-1.315460,-0.072818,-0.156933,-1.485604,-0.085294,0.000000,0.000000,0.000000,0.182883,-0.109174,0.029122,0.253001,-0.426733,0.066364,0.289764,-0.635824,0.083485,0.341567,-0.762989,0.099082,0.174718,-0.911086,0.122054,0.212825,-1.237085,0.116681,0.247659,-1.436085,0.093401,0.275831,-1.610020,0.071092,0.121827,-0.989739,0.074666,0.148108,-1.388779,0.072801,0.186646,-1.636691,0.046452,0.221699,-1.844565,0.022908,0.062404,-1.007970,0.016288,0.080193,-1.398860,0.003507,0.110655,-1.640249,-0.025516,0.138660,-1.850826,-0.048781,-0.001135,-0.963002,-0.044482,-0.000941,-1.293402,-0.062228,0.003518,-1.502497,-0.074656,0.009614,-1.695188,-0.086336,0.000000,0.000000,0.000000,0.185091,-0.250488,-0.079737,0.269822,-0.634345,-0.094565,0.286651,-0.968250,-0.104003,0.321533,-1.211554,-0.111245,0.071823,-1.025427,-0.020015,0.056184,-1.395104,-0.053662,0.032775,-1.617730,-0.091061,0.005910,-1.807217,-0.120382,-0.056908,-0.998278,-0.014203,-0.105470,-1.394366,-0.039939,-0.144160,-1.648030,-0.076981,-0.181020,-1.849843,-0.106130,-0.166707,-0.897600,-0.021403,-0.214629,-1.257083,-0.054147,-0.238457,-1.476197,-0.085306,-0.259118,-1.657375,-0.107848,-0.270904,-0.740851,-0.037738,-0.325751,-0.993931,-0.073104,-0.354779,-1.158844,-0.089713,-0.379037,-1.309837,-0.099397,-0.277400,0.264790,0.000000,5.752604,15.000628
Bye,0.000000,0.000000,0.000000,0.207926,-0.224353,-0.076781,0.324367,-0.597285,-0.085472,0.362034,-0.926506,-0.088272,0.413609,-1.147290,-0.088675,0.141324,-0.999128,-0.009820,0.148989,-1.368668,-0.034966,0.140457,-1.589089,-0.068772,0.125198,-1.781927,-0.096507,0.008515,-0.999963,-0.001201,-0.017067,-1.403006,-0.017855,-0.042440,-1.652560,-0.052655,-0.069203,-1.855879,-0.080748,-0.110530,-0.926423,-0.004744,-0.132119,-1.285997,-0.027981,-0.135663,-1.501279,-0.055036,-0.141544,-1.681698,-0.076089,-0.229899,-0.793574,-0.017394,-0.261659,-1.053271,-0.042180,-0.273919,-1.212121,-0.050793,-0.285590,-1.357387,-0.055789,0.000000,0.000000,0.000000,0.059708,-0.418679,0.008105,-0.051766,-0.814712,0.035764,-0.150037,-1.080875,0.049623,-0.214986,-1.284472,0.065053,-0.376681,-0.976456,0.105602,-0.542504,-1.213412,0.100454,-0.634637,-1.353397,0.074952,-0.714723,-1.477817,0.052068,-0.468702,-0.880701,0.068444,-0.685005,-1.111470,0.068614,-0.804456,-1.282578,0.040284,-0.910365,-1.438219,0.017280,-0.526406,-0.743491,0.019871,-0.734876,-0.940083,0.007465,-0.852345,-1.104141,-0.020044,-0.959423,-1.253707,-0.040497,-0.550114,-0.558844,-0.032730,-0.733040,-0.689481,-0.047466,-0.840371,-0.797553,-0.056080,-0.940957,-0.912807,-0.061419,0.000000,0.000000,0.000000,0.145249,-0.281554,-0.037408,0.191132,-0.690095,-0.030092,0.177445,-0.983977,-0.024080,0.176175,-1.198412,-0.014672,-0.027097,-1.016184,0.040384,-0.074582,-1.333824,0.024732,-0.108518,-1.511140,-0.001175,-0.144427,-1.654050,-0.022794,-0.136248,-0.990209,0.030370,-0.224418,-1.347821,0.017090,-0.274922,-1.563937,-0.012263,-0.323761,-1.737863,-0.034434,-0.225258,-0.908880,0.008503,-0.320580,-1.236120,-0.013755,-0.361583,-1.444201,-0.040919,-0.397956,-1.623595,-0.060154,-0.300723,-0.764825,-0.019406,-0.391837,-0.988774,-0.045356,-0.443489,-1.136581,-0.058328,-0.488132,-1.283393,-0.065468,0.484232,0.575414,-0.000000,6.128697,8.149284
Bye,0.000000,0.000000,0.000000,0.286206,-0.081616,-0.107841,0.510050,-0.291630,-0.133041,0.657856,-0.595593,-0.152056,0.798269,-0.811575,-0.167267,0.462233,-0.821660,0.016947,0.607162,-1.181562,-0.022459,0.679150,-1.416173,-0.074490,0.734758,-1.632523,-0.113398,0.337700,-0.940694,0.032452,0.456768,-1.345293,0.005397,0.516340,-1.628889,-0.047455,0.561657,-1.871025,-0.088212,0.194924,-0.982805,0.027666,0.297645,-1.345066,-0.007963,0.360215,-1.573460,-0.043048,0.416519,-1.766878,-0.067748,0.027250,-0.978894,0.009878,0.093459,-1.240668,-0.023351,0.145860,-1.397892,-0.033061,0.199667,-1.545141,-0.036992,0.000000,0.000000,0.000000,0.262355,0.052921,-0.027855,0.472924,-0.198171,0.009661,0.578177,-0.449167,0.041743,0.666329,-0.566454,0.078704,0.399225,-0.792114,0.113985,0.524865,-1.081501,0.125192,0.594634,-1.256103,0.109775,0.645414,-1.414219,0.094024,0.306548,-0.945995,0.105457,0.412134,-1.308220,0.122209,0.477884,-1.517765,0.101946,0.532665,-1.699207,0.085215,0.205082,-1.038189,0.081359,0.296253,-1.369394,0.082531,0.368206,-1.547731,0.059425,0.428347,-1.715133,0.041696,0.078583,-1.074314,0.049442,0.137186,-1.351315,0.050888,0.168600,-1.510689,0.053139,0.193196,-1.661742,0.053480,0.000000,0.000000,0.000000,0.177875,-0.299669,-0.082520,0.249029,-0.720055,-0.088539,0.237376,-1.072604,-0.087059,0.241520,-1.329859,-0.081798,0.037868,-1.044381,0.009941,0.001801,-1.399758,-0.005191,-0.033129,-1.605739,-0.033418,-0.069539,-1.774541,-0.056442,-0.096428,-0.995041,0.024401,-0.181010,-1.378122,0.019214,-0.236006,-1.606788,-0.008886,-0.281896,-1.782795,-0.031536,-0.210055,-0.875883,0.023979,-0.282475,-1.221780,0.006859,-0.316144,-1.429408,-0.018189,-0.345009,-1.608813,-0.037166,-0.317681,-0.700808,0.013735,-0.377949,-0.951420,-0.008464,-0.404678,-1.101830,-0.016820,-0.424312,-1.250932,-0.021000,0.012662,1.335947,-0.000000,6.789497,5.081928
Bye,0.000000,0.000000,0.000000,0.259410,-0.224557,-0.089330,0.401854,-0.595020,-0.079203,0.437836,-0.956713,-0.059447,0.484175,-1.205912,-0.035822,0.205178,-0.973155,0.044314,0.233012,-1.327996,0.047500,0.235017,-1.548488,0.025750,0.229009,-1.738881,0.004322,0.053157,-0.996199,0.069012,0.029977,-1.407464,0.081210,0.012803,-1.656384,0.054097,-0.005272,-1.859675,0.029601,-0.086465,-0.938345,0.076030,-0.097908,-1.290210,0.067590,-0.094681,-1.490092,0.038749,-0.093144,-1.675302,0.016615,-0.226203,-0.824234,0.072425,-0.247736,-1.093509,0.058136,-0.246841,-1.227677,0.052370,-0.240407,-1.352447,0.048671,0.000000,0.000000,0.000000,0.127369,-0.305339,-0.005876,0.112180,-0.654509,0.007365,0.078862,-0.895468,0.007847,0.065786,-1.101060,0.008992,-0.097271,-0.988224,0.072096,-0.164844,-1.294373,0.049753,-0.192715,-1.473852,0.015816,-0.217796,-1.641352,-0.012295,-0.170898,-0.984520,0.038908,-0.270694,-1.350529,0.021189,-0.314869,-1.592617,-0.011914,-0.352664,-1.803440,-0.038272,-0.230849,-0.915700,-0.006629,-0.335193,-1.233524,-0.033454,-0.383386,-1.455784,-0.066064,-0.423725,-1.657222,-0.090127,-0.273977,-0.785377,-0.056608,-0.377398,-1.017309,-0.086151,-0.440302,-1.170897,-0.102404,-0.497800,-1.312958,-0.114036,0.000000,0.000000,0.000000,0.182517,-0.178775,-0.070182,0.304677,-0.522103,-0.083308,0.357483,-0.820392,-0.091727,0.413965,-1.036357,-0.097533,0.174736,-0.951684,-0.014301,0.207630,-1.307657,-0.049541,0.221657,-1.518449,-0.088008,0.230591,-1.705535,-0.116716,0.053595,-0.998489,-0.012137,0.057105,-1.399262,-0.038847,0.055138,-1.645152,-0.077203,0.050907,-1.855443,-0.104656,-0.057245,-0.963249,-0.021032,-0.059759,-1.322101,-0.049671,-0.052658,-1.540597,-0.078616,-0.047299,-1.729970,-0.098976,-0.167689,-0.856430,-0.038225,-0.181961,-1.129500,-0.064901,-0.184808,-1.297705,-0.072473,-0.185102,-1.448389,-0.075122,0.649766,0.942067,-0.000000,8.352127,7.298156
